FECHA;VENTAS;CIUDAD;TOTAL_VENTA
05/03/2024;883;NARIÑO;220.750,00 €
04/07/2024;394;PUTUMUYO;98.500,00 €
13/06/2024;814;BOGOTA;203.500,00 €
07/08/2024;57;IBAGUE;14.250,00 €
30/05/2024;949;PEREIRA;237.250,00 €
17/06/2024;877;MANIZALES;219.250,00 €
19/02/2024;560;ARMENIA;140.000,00 €
02/08/2024;9;ALEMANIA;2.250,00 €
09/07/2024;859;SUIZA;214.750,00 €
29/01/2024;207;ESPAÑA;51.750,00 €
04/05/2024;772;CALI;193.000,00 €
13/04/2024;58;BARRANQUILLA;14.500,00 €
19/02/2024;217;SAN ANDRES;54.250,00 €
20/02/2024;352;BOGOTA;88.000,00 €
02/03/2024;46;ARMENIA;11.500,00 €
05/02/2024;935;SANTANDER;233.750,00 €
26/04/2024;612;CUCUTA;153.000,00 €
28/06/2024;514;NARIÑO;128.500,00 €
05/01/2024;919;PUTUMUYO;229.750,00 €
27/06/2024;702;BOGOTA;175.500,00 €
16/08/2024;920;IBAGUE;230.000,00 €
10/03/2024;960;PEREIRA;240.000,00 €
17/02/2024;649;MANIZALES;162.250,00 €
11/05/2024;797;ARMENIA;199.250,00 €
01/01/2024;776;ALEMANIA;194.000,00 €
03/07/2024;421;SUIZA;105.250,00 €
04/01/2024;903;ESPAÑA;225.750,00 €
20/02/2024;816;CALI;204.000,00 €
27/04/2024;140;BARRANQUILLA;35.000,00 €
11/04/2024;708;SAN ANDRES;177.000,00 €
23/05/2024;383;BOGOTA;95.750,00 €
03/03/2024;530;ARMENIA;132.500,00 €
30/03/2024;881;SANTANDER;220.250,00 €
11/07/2024;668;CUCUTA;167.000,00 €
21/07/2024;817;NARIÑO;204.250,00 €
19/01/2024;111;PUTUMUYO;27.750,00 €
23/06/2024;393;BOGOTA;98.250,00 €
20/02/2024;98;IBAGUE;24.500,00 €
17/03/2024;424;PEREIRA;106.000,00 €
05/08/2024;230;MANIZALES;57.500,00 €
30/03/2024;792;ARMENIA;198.000,00 €
09/07/2024;951;ALEMANIA;237.750,00 €
27/02/2024;977;SUIZA;244.250,00 €
16/05/2024;557;ESPAÑA;139.250,00 €
03/06/2024;382;CALI;95.500,00 €
23/04/2024;242;BARRANQUILLA;60.500,00 €
19/05/2024;795;SAN ANDRES;198.750,00 €
04/02/2024;46;BOGOTA;11.500,00 €
16/02/2024;955;ARMENIA;238.750,00 €
13/04/2024;366;SANTANDER;91.500,00 €
19/01/2024;881;CUCUTA;220.250,00 €
13/04/2024;576;NARIÑO;144.000,00 €
05/05/2024;125;PUTUMUYO;31.250,00 €
29/05/2024;851;BOGOTA;212.750,00 €
08/04/2024;643;IBAGUE;160.750,00 €
24/04/2024;44;PEREIRA;11.000,00 €
30/01/2024;79;MANIZALES;19.750,00 €
16/02/2024;937;ARMENIA;234.250,00 €
05/07/2024;170;ALEMANIA;42.500,00 €
16/02/2024;335;SUIZA;83.750,00 €
08/04/2024;665;ESPAÑA;166.250,00 €
04/06/2024;343;CALI;85.750,00 €
02/01/2024;300;BARRANQUILLA;75.000,00 €
28/06/2024;991;SAN ANDRES;247.750,00 €
15/07/2024;230;BOGOTA;57.500,00 €
17/08/2024;427;ARMENIA;106.750,00 €
06/08/2024;739;SANTANDER;184.750,00 €
15/06/2024;398;CUCUTA;99.500,00 €
17/07/2024;959;NARIÑO;239.750,00 €
05/04/2024;676;PUTUMUYO;169.000,00 €
02/01/2024;78;BOGOTA;19.500,00 €
08/06/2024;359;IBAGUE;89.750,00 €
23/08/2024;785;PEREIRA;196.250,00 €
18/03/2024;417;MANIZALES;104.250,00 €
05/03/2024;884;ARMENIA;221.000,00 €
04/07/2024;958;ALEMANIA;239.500,00 €
24/01/2024;924;SUIZA;231.000,00 €
22/05/2024;89;ESPAÑA;22.250,00 €
07/03/2024;286;CALI;71.500,00 €
22/05/2024;267;BARRANQUILLA;66.750,00 €
20/02/2024;325;SAN ANDRES;81.250,00 €
13/07/2024;436;BOGOTA;109.000,00 €
23/04/2024;612;ARMENIA;153.000,00 €
08/07/2024;443;SANTANDER;110.750,00 €
04/07/2024;197;CUCUTA;49.250,00 €
02/03/2024;453;NARIÑO;113.250,00 €
26/02/2024;942;PUTUMUYO;235.500,00 €
21/04/2024;424;BOGOTA;106.000,00 €
20/02/2024;685;IBAGUE;171.250,00 €
21/02/2024;50;PEREIRA;12.500,00 €
21/08/2024;871;MANIZALES;217.750,00 €
27/01/2024;98;ARMENIA;24.500,00 €
01/08/2024;916;ALEMANIA;229.000,00 €
05/02/2024;688;SUIZA;172.000,00 €
28/02/2024;977;ESPAÑA;244.250,00 €
17/02/2024;565;CALI;141.250,00 €
26/05/2024;456;BARRANQUILLA;114.000,00 €
22/02/2024;722;SAN ANDRES;180.500,00 €
30/08/2024;43;BOGOTA;10.750,00 €
30/07/2024;535;ARMENIA;133.750,00 €
22/06/2024;273;SANTANDER;68.250,00 €
30/04/2024;914;CUCUTA;228.500,00 €
07/05/2024;807;NARIÑO;201.750,00 €
25/07/2024;423;PUTUMUYO;105.750,00 €
14/01/2024;657;BOGOTA;164.250,00 €
29/01/2024;394;IBAGUE;98.500,00 €
09/03/2024;569;PEREIRA;142.250,00 €
27/07/2024;328;MANIZALES;82.000,00 €
25/05/2024;502;ARMENIA;125.500,00 €
29/06/2024;692;ALEMANIA;173.000,00 €
16/06/2024;677;SUIZA;169.250,00 €
07/02/2024;561;ESPAÑA;140.250,00 €
01/01/2024;670;CALI;167.500,00 €
02/08/2024;355;BARRANQUILLA;88.750,00 €
05/03/2024;185;SAN ANDRES;46.250,00 €
19/02/2024;570;BOGOTA;142.500,00 €
22/05/2024;226;ARMENIA;56.500,00 €
19/02/2024;348;SANTANDER;87.000,00 €
19/06/2024;831;CUCUTA;207.750,00 €
26/02/2024;613;NARIÑO;153.250,00 €
13/04/2024;550;PUTUMUYO;137.500,00 €
04/02/2024;102;BOGOTA;25.500,00 €
03/01/2024;25;IBAGUE;6.250,00 €
02/06/2024;248;PEREIRA;62.000,00 €
09/05/2024;127;MANIZALES;31.750,00 €
03/07/2024;62;ARMENIA;15.500,00 €
24/03/2024;561;ALEMANIA;140.250,00 €
30/06/2024;199;SUIZA;49.750,00 €
07/06/2024;587;ESPAÑA;146.750,00 €
06/08/2024;285;CALI;71.250,00 €
14/05/2024;223;BARRANQUILLA;55.750,00 €
02/01/2024;970;SAN ANDRES;242.500,00 €
31/05/2024;604;BOGOTA;151.000,00 €
03/06/2024;611;ARMENIA;152.750,00 €
22/06/2024;271;SANTANDER;67.750,00 €
22/08/2024;605;CUCUTA;151.250,00 €
30/07/2024;487;NARIÑO;121.750,00 €
24/01/2024;913;PUTUMUYO;228.250,00 €
17/08/2024;502;BOGOTA;125.500,00 €
24/08/2024;329;IBAGUE;82.250,00 €
25/05/2024;232;PEREIRA;58.000,00 €
30/06/2024;348;MANIZALES;87.000,00 €
29/07/2024;903;ARMENIA;225.750,00 €
25/06/2024;443;ALEMANIA;110.750,00 €
10/05/2024;420;SUIZA;105.000,00 €
13/04/2024;714;ESPAÑA;178.500,00 €
30/06/2024;207;CALI;51.750,00 €
04/03/2024;451;BARRANQUILLA;112.750,00 €
25/06/2024;149;SAN ANDRES;37.250,00 €
19/05/2024;684;BOGOTA;171.000,00 €
19/06/2024;342;ARMENIA;85.500,00 €
15/02/2024;832;SANTANDER;208.000,00 €
17/03/2024;881;CUCUTA;220.250,00 €
19/01/2024;893;NARIÑO;223.250,00 €
10/05/2024;681;PUTUMUYO;170.250,00 €
25/03/2024;535;BOGOTA;133.750,00 €
29/06/2024;499;IBAGUE;124.750,00 €
29/07/2024;501;PEREIRA;125.250,00 €
24/04/2024;201;MANIZALES;50.250,00 €
07/01/2024;393;ARMENIA;98.250,00 €
24/05/2024;737;ALEMANIA;184.250,00 €
03/07/2024;431;SUIZA;107.750,00 €
12/01/2024;894;ESPAÑA;223.500,00 €
06/03/2024;875;CALI;218.750,00 €
17/06/2024;854;BARRANQUILLA;213.500,00 €
31/07/2024;282;SAN ANDRES;70.500,00 €
19/02/2024;734;BOGOTA;183.500,00 €
21/04/2024;10;ARMENIA;2.500,00 €
25/03/2024;623;SANTANDER;155.750,00 €
24/05/2024;839;CUCUTA;209.750,00 €
30/04/2024;267;NARIÑO;66.750,00 €
15/06/2024;608;PUTUMUYO;152.000,00 €
15/03/2024;366;BOGOTA;91.500,00 €
18/08/2024;747;IBAGUE;186.750,00 €
05/01/2024;809;PEREIRA;202.250,00 €
24/03/2024;205;MANIZALES;51.250,00 €
19/05/2024;90;ARMENIA;22.500,00 €
21/02/2024;56;ALEMANIA;14.000,00 €
23/08/2024;828;SUIZA;207.000,00 €
24/01/2024;747;ESPAÑA;186.750,00 €
27/08/2024;854;CALI;213.500,00 €
17/02/2024;927;BARRANQUILLA;231.750,00 €
26/02/2024;650;SAN ANDRES;162.500,00 €
12/04/2024;688;BOGOTA;172.000,00 €
17/05/2024;744;ARMENIA;186.000,00 €
07/06/2024;870;SANTANDER;217.500,00 €
21/04/2024;962;CUCUTA;240.500,00 €
08/04/2024;115;NARIÑO;28.750,00 €
11/03/2024;975;PUTUMUYO;243.750,00 €
16/03/2024;38;BOGOTA;9.500,00 €
12/01/2024;337;IBAGUE;84.250,00 €
24/08/2024;391;PEREIRA;97.750,00 €
25/06/2024;171;MANIZALES;42.750,00 €
15/03/2024;542;ARMENIA;135.500,00 €
05/08/2024;284;ALEMANIA;71.000,00 €
21/08/2024;960;SUIZA;240.000,00 €
12/02/2024;436;ESPAÑA;109.000,00 €
19/04/2024;693;CALI;173.250,00 €
20/08/2024;836;BARRANQUILLA;209.000,00 €
30/05/2024;797;SAN ANDRES;199.250,00 €
16/01/2024;906;BOGOTA;226.500,00 €
11/06/2024;223;ARMENIA;55.750,00 €
12/01/2024;57;SANTANDER;14.250,00 €
26/07/2024;43;CUCUTA;10.750,00 €
07/08/2024;641;NARIÑO;160.250,00 €
21/08/2024;705;PUTUMUYO;176.250,00 €
26/02/2024;498;BOGOTA;124.500,00 €
07/01/2024;50;IBAGUE;12.500,00 €
21/02/2024;467;PEREIRA;116.750,00 €
11/04/2024;136;MANIZALES;34.000,00 €
30/01/2024;785;ARMENIA;196.250,00 €
15/08/2024;171;ALEMANIA;42.750,00 €
08/05/2024;845;SUIZA;211.250,00 €
06/05/2024;341;ESPAÑA;85.250,00 €
25/05/2024;535;CALI;133.750,00 €
24/04/2024;266;BARRANQUILLA;66.500,00 €
05/04/2024;370;SAN ANDRES;92.500,00 €
28/05/2024;475;BOGOTA;118.750,00 €
02/03/2024;595;ARMENIA;148.750,00 €
22/04/2024;129;SANTANDER;32.250,00 €
28/03/2024;279;CUCUTA;69.750,00 €
06/06/2024;597;NARIÑO;149.250,00 €
15/08/2024;432;PUTUMUYO;108.000,00 €
16/06/2024;34;BOGOTA;8.500,00 €
01/05/2024;387;IBAGUE;96.750,00 €
24/02/2024;969;PEREIRA;242.250,00 €
18/05/2024;572;MANIZALES;143.000,00 €
14/06/2024;130;ARMENIA;32.500,00 €
29/03/2024;175;ALEMANIA;43.750,00 €
28/05/2024;621;SUIZA;155.250,00 €
30/04/2024;481;ESPAÑA;120.250,00 €
30/05/2024;415;CALI;103.750,00 €
13/08/2024;397;BARRANQUILLA;99.250,00 €
07/02/2024;942;SAN ANDRES;235.500,00 €
13/01/2024;694;BOGOTA;173.500,00 €
10/06/2024;725;ARMENIA;181.250,00 €
02/02/2024;690;SANTANDER;172.500,00 €
03/06/2024;681;CUCUTA;170.250,00 €
21/02/2024;807;NARIÑO;201.750,00 €
21/01/2024;989;PUTUMUYO;247.250,00 €
07/08/2024;21;BOGOTA;5.250,00 €
12/05/2024;659;IBAGUE;164.750,00 €
26/07/2024;630;PEREIRA;157.500,00 €
11/01/2024;395;MANIZALES;98.750,00 €
02/07/2024;772;ARMENIA;193.000,00 €
03/07/2024;713;ALEMANIA;178.250,00 €
31/01/2024;727;SUIZA;181.750,00 €
10/01/2024;913;ESPAÑA;228.250,00 €
23/08/2024;794;CALI;198.500,00 €
07/02/2024;837;BARRANQUILLA;209.250,00 €
13/02/2024;241;SAN ANDRES;60.250,00 €
31/07/2024;562;BOGOTA;140.500,00 €
17/05/2024;186;ARMENIA;46.500,00 €
28/05/2024;90;SANTANDER;22.500,00 €
14/01/2024;269;CUCUTA;67.250,00 €
14/03/2024;935;NARIÑO;233.750,00 €
03/05/2024;44;PUTUMUYO;11.000,00 €
04/02/2024;601;BOGOTA;150.250,00 €
09/05/2024;835;IBAGUE;208.750,00 €
22/03/2024;745;PEREIRA;186.250,00 €
18/02/2024;745;MANIZALES;186.250,00 €
24/05/2024;763;ARMENIA;190.750,00 €
23/06/2024;948;ALEMANIA;237.000,00 €
26/02/2024;339;SUIZA;84.750,00 €
11/08/2024;197;ESPAÑA;49.250,00 €
28/06/2024;900;CALI;225.000,00 €
12/08/2024;177;BARRANQUILLA;44.250,00 €
06/02/2024;307;SAN ANDRES;76.750,00 €
03/06/2024;99;BOGOTA;24.750,00 €
31/03/2024;923;ARMENIA;230.750,00 €
28/05/2024;611;SANTANDER;152.750,00 €
07/08/2024;284;CUCUTA;71.000,00 €
23/02/2024;474;NARIÑO;118.500,00 €
03/04/2024;412;PUTUMUYO;103.000,00 €
20/04/2024;390;BOGOTA;97.500,00 €
30/03/2024;392;IBAGUE;98.000,00 €
05/03/2024;828;PEREIRA;207.000,00 €
03/08/2024;275;MANIZALES;68.750,00 €
18/01/2024;971;ARMENIA;242.750,00 €
25/01/2024;420;ALEMANIA;105.000,00 €
14/05/2024;932;SUIZA;233.000,00 €
02/02/2024;91;ESPAÑA;22.750,00 €
11/04/2024;163;CALI;40.750,00 €
16/06/2024;769;BARRANQUILLA;192.250,00 €
19/06/2024;969;SAN ANDRES;242.250,00 €
17/03/2024;605;BOGOTA;151.250,00 €
06/08/2024;433;ARMENIA;108.250,00 €
16/07/2024;670;SANTANDER;167.500,00 €
16/01/2024;600;CUCUTA;150.000,00 €
29/04/2024;878;NARIÑO;219.500,00 €
14/01/2024;986;PUTUMUYO;246.500,00 €
17/03/2024;102;BOGOTA;25.500,00 €
20/02/2024;334;IBAGUE;83.500,00 €
03/01/2024;460;PEREIRA;115.000,00 €
03/01/2024;976;MANIZALES;244.000,00 €
20/01/2024;102;ARMENIA;25.500,00 €
11/04/2024;816;ALEMANIA;204.000,00 €
01/06/2024;522;SUIZA;130.500,00 €
07/07/2024;327;ESPAÑA;81.750,00 €
01/08/2024;591;CALI;147.750,00 €
01/07/2024;311;BARRANQUILLA;77.750,00 €
14/02/2024;697;SAN ANDRES;174.250,00 €
27/06/2024;676;BOGOTA;169.000,00 €
19/03/2024;336;ARMENIA;84.000,00 €
08/05/2024;702;SANTANDER;175.500,00 €
20/03/2024;69;CUCUTA;17.250,00 €
20/03/2024;513;NARIÑO;128.250,00 €
10/08/2024;558;PUTUMUYO;139.500,00 €
21/05/2024;422;BOGOTA;105.500,00 €
13/06/2024;176;IBAGUE;44.000,00 €
27/02/2024;494;PEREIRA;123.500,00 €
09/05/2024;880;MANIZALES;220.000,00 €
03/04/2024;452;ARMENIA;113.000,00 €
30/05/2024;615;ALEMANIA;153.750,00 €
05/06/2024;506;SUIZA;126.500,00 €
08/06/2024;675;ESPAÑA;168.750,00 €
15/03/2024;733;CALI;183.250,00 €
22/08/2024;810;BARRANQUILLA;202.500,00 €
26/06/2024;737;SAN ANDRES;184.250,00 €
13/08/2024;621;BOGOTA;155.250,00 €
03/01/2024;757;ARMENIA;189.250,00 €
08/06/2024;66;SANTANDER;16.500,00 €
15/02/2024;470;CUCUTA;117.500,00 €
14/02/2024;444;NARIÑO;111.000,00 €
08/06/2024;165;PUTUMUYO;41.250,00 €
09/06/2024;171;BOGOTA;42.750,00 €
17/05/2024;7;IBAGUE;1.750,00 €
12/02/2024;47;PEREIRA;11.750,00 €
01/05/2024;347;MANIZALES;86.750,00 €
04/08/2024;117;ARMENIA;29.250,00 €
18/06/2024;573;ALEMANIA;143.250,00 €
09/06/2024;148;SUIZA;37.000,00 €
09/01/2024;427;ESPAÑA;106.750,00 €
31/08/2024;329;CALI;82.250,00 €
15/05/2024;351;BARRANQUILLA;87.750,00 €
22/08/2024;806;SAN ANDRES;201.500,00 €
07/02/2024;315;BOGOTA;78.750,00 €
22/06/2024;998;ARMENIA;249.500,00 €
14/04/2024;875;SANTANDER;218.750,00 €
13/01/2024;526;CUCUTA;131.500,00 €
25/03/2024;530;NARIÑO;132.500,00 €
10/07/2024;752;PUTUMUYO;188.000,00 €
13/06/2024;539;BOGOTA;134.750,00 €
11/07/2024;989;IBAGUE;247.250,00 €
29/08/2024;854;PEREIRA;213.500,00 €
29/05/2024;171;MANIZALES;42.750,00 €
22/03/2024;853;ARMENIA;213.250,00 €
06/06/2024;969;ALEMANIA;242.250,00 €
27/02/2024;213;SUIZA;53.250,00 €
23/08/2024;917;ESPAÑA;229.250,00 €
10/07/2024;589;CALI;147.250,00 €
06/01/2024;211;BARRANQUILLA;52.750,00 €
10/01/2024;300;SAN ANDRES;75.000,00 €
22/03/2024;308;BOGOTA;77.000,00 €
06/08/2024;988;ARMENIA;247.000,00 €
19/05/2024;640;SANTANDER;160.000,00 €
09/01/2024;249;CUCUTA;62.250,00 €
11/07/2024;710;NARIÑO;177.500,00 €
09/02/2024;500;PUTUMUYO;125.000,00 €
30/03/2024;392;BOGOTA;98.000,00 €
30/04/2024;317;IBAGUE;79.250,00 €
15/04/2024;321;PEREIRA;80.250,00 €
25/08/2024;870;MANIZALES;217.500,00 €
07/02/2024;361;ARMENIA;90.250,00 €
15/08/2024;755;ALEMANIA;188.750,00 €
26/08/2024;465;SUIZA;116.250,00 €
01/03/2024;61;ESPAÑA;15.250,00 €
27/02/2024;141;CALI;35.250,00 €
22/07/2024;758;BARRANQUILLA;189.500,00 €
05/06/2024;814;SAN ANDRES;203.500,00 €
03/03/2024;452;BOGOTA;113.000,00 €
10/07/2024;760;ARMENIA;190.000,00 €
17/02/2024;666;SANTANDER;166.500,00 €
28/01/2024;395;CUCUTA;98.750,00 €
16/01/2024;174;NARIÑO;43.500,00 €
04/03/2024;529;PUTUMUYO;132.250,00 €
11/08/2024;600;BOGOTA;150.000,00 €
09/07/2024;607;IBAGUE;151.750,00 €
29/03/2024;315;PEREIRA;78.750,00 €
05/07/2024;572;MANIZALES;143.000,00 €
24/08/2024;799;ARMENIA;199.750,00 €
14/05/2024;39;ALEMANIA;9.750,00 €
14/06/2024;230;SUIZA;57.500,00 €
22/03/2024;307;ESPAÑA;76.750,00 €
06/06/2024;844;CALI;211.000,00 €
21/03/2024;311;BARRANQUILLA;77.750,00 €
20/07/2024;893;SAN ANDRES;223.250,00 €
29/03/2024;187;BOGOTA;46.750,00 €
15/04/2024;897;ARMENIA;224.250,00 €
12/06/2024;900;SANTANDER;225.000,00 €
15/08/2024;143;CUCUTA;35.750,00 €
26/03/2024;40;NARIÑO;10.000,00 €
26/07/2024;445;PUTUMUYO;111.250,00 €
17/03/2024;109;BOGOTA;27.250,00 €
07/06/2024;251;IBAGUE;62.750,00 €
21/03/2024;637;PEREIRA;159.250,00 €
20/06/2024;108;MANIZALES;27.000,00 €
23/08/2024;657;ARMENIA;164.250,00 €
20/02/2024;399;ALEMANIA;99.750,00 €
09/04/2024;515;SUIZA;128.750,00 €
25/01/2024;300;ESPAÑA;75.000,00 €
13/07/2024;608;CALI;152.000,00 €
23/06/2024;501;BARRANQUILLA;125.250,00 €
14/05/2024;897;SAN ANDRES;224.250,00 €
21/08/2024;980;BOGOTA;245.000,00 €
29/05/2024;426;ARMENIA;106.500,00 €
26/07/2024;410;SANTANDER;102.500,00 €
04/02/2024;598;CUCUTA;149.500,00 €
27/02/2024;841;NARIÑO;210.250,00 €
26/06/2024;744;PUTUMUYO;186.000,00 €
21/06/2024;450;BOGOTA;112.500,00 €
09/08/2024;335;IBAGUE;83.750,00 €
03/07/2024;247;PEREIRA;61.750,00 €
30/06/2024;712;MANIZALES;178.000,00 €
03/01/2024;923;ARMENIA;230.750,00 €
04/04/2024;495;ALEMANIA;123.750,00 €
10/01/2024;295;SUIZA;73.750,00 €
16/04/2024;769;ESPAÑA;192.250,00 €
29/07/2024;577;CALI;144.250,00 €
22/04/2024;585;BARRANQUILLA;146.250,00 €
20/01/2024;687;SAN ANDRES;171.750,00 €
11/06/2024;553;BOGOTA;138.250,00 €
26/08/2024;37;ARMENIA;9.250,00 €
30/04/2024;819;SANTANDER;204.750,00 €
20/04/2024;443;CUCUTA;110.750,00 €
15/02/2024;137;NARIÑO;34.250,00 €
24/07/2024;104;PUTUMUYO;26.000,00 €
13/04/2024;309;BOGOTA;77.250,00 €
25/01/2024;812;IBAGUE;203.000,00 €
29/08/2024;274;PEREIRA;68.500,00 €
27/04/2024;376;MANIZALES;94.000,00 €
26/04/2024;232;ARMENIA;58.000,00 €
28/04/2024;178;ALEMANIA;44.500,00 €
08/02/2024;362;SUIZA;90.500,00 €
15/01/2024;188;ESPAÑA;47.000,00 €
15/03/2024;160;CALI;40.000,00 €
10/05/2024;130;BARRANQUILLA;32.500,00 €
09/02/2024;524;SAN ANDRES;131.000,00 €
27/07/2024;568;BOGOTA;142.000,00 €
03/06/2024;402;ARMENIA;100.500,00 €
25/04/2024;63;SANTANDER;15.750,00 €
22/06/2024;774;CUCUTA;193.500,00 €
01/01/2024;218;NARIÑO;54.500,00 €
23/08/2024;964;PUTUMUYO;241.000,00 €
27/04/2024;296;BOGOTA;74.000,00 €
10/08/2024;693;IBAGUE;173.250,00 €
06/06/2024;241;PEREIRA;60.250,00 €
23/04/2024;685;MANIZALES;171.250,00 €
11/08/2024;899;ARMENIA;224.750,00 €
16/02/2024;477;ALEMANIA;119.250,00 €
22/01/2024;811;SUIZA;202.750,00 €
17/07/2024;157;ESPAÑA;39.250,00 €
14/05/2024;562;CALI;140.500,00 €
06/03/2024;148;BARRANQUILLA;37.000,00 €
24/08/2024;956;SAN ANDRES;239.000,00 €
25/08/2024;721;BOGOTA;180.250,00 €
05/07/2024;333;ARMENIA;83.250,00 €
16/05/2024;824;SANTANDER;206.000,00 €
09/08/2024;407;CUCUTA;101.750,00 €
25/05/2024;840;NARIÑO;210.000,00 €
27/03/2024;449;PUTUMUYO;112.250,00 €
30/05/2024;494;BOGOTA;123.500,00 €
26/04/2024;166;IBAGUE;41.500,00 €
12/05/2024;895;PEREIRA;223.750,00 €
09/03/2024;792;MANIZALES;198.000,00 €
04/05/2024;379;ARMENIA;94.750,00 €
17/07/2024;378;ALEMANIA;94.500,00 €
03/03/2024;903;SUIZA;225.750,00 €
03/05/2024;843;ESPAÑA;210.750,00 €
03/05/2024;542;CALI;135.500,00 €
24/08/2024;800;BARRANQUILLA;200.000,00 €
02/07/2024;433;SAN ANDRES;108.250,00 €
30/07/2024;202;BOGOTA;50.500,00 €
15/03/2024;904;ARMENIA;226.000,00 €
19/01/2024;392;SANTANDER;98.000,00 €
28/06/2024;541;CUCUTA;135.250,00 €
17/02/2024;668;NARIÑO;167.000,00 €
12/08/2024;738;PUTUMUYO;184.500,00 €
29/03/2024;73;BOGOTA;18.250,00 €
12/08/2024;169;IBAGUE;42.250,00 €
05/05/2024;964;PEREIRA;241.000,00 €
24/04/2024;359;MANIZALES;89.750,00 €
01/03/2024;229;ARMENIA;57.250,00 €
11/06/2024;198;ALEMANIA;49.500,00 €
13/02/2024;692;SUIZA;173.000,00 €
10/03/2024;176;ESPAÑA;44.000,00 €
13/04/2024;784;CALI;196.000,00 €
23/05/2024;502;BARRANQUILLA;125.500,00 €
11/04/2024;563;SAN ANDRES;140.750,00 €
24/04/2024;468;BOGOTA;117.000,00 €
08/05/2024;612;ARMENIA;153.000,00 €
28/03/2024;691;SANTANDER;172.750,00 €
06/01/2024;724;CUCUTA;181.000,00 €
27/04/2024;564;NARIÑO;141.000,00 €
03/03/2024;767;PUTUMUYO;191.750,00 €
18/06/2024;228;BOGOTA;57.000,00 €
09/01/2024;166;IBAGUE;41.500,00 €
23/02/2024;172;PEREIRA;43.000,00 €
01/02/2024;112;MANIZALES;28.000,00 €
16/05/2024;929;ARMENIA;232.250,00 €
26/05/2024;449;ALEMANIA;112.250,00 €
17/08/2024;497;SUIZA;124.250,00 €
01/03/2024;367;ESPAÑA;91.750,00 €
29/02/2024;615;CALI;153.750,00 €
04/08/2024;262;BARRANQUILLA;65.500,00 €
08/02/2024;637;SAN ANDRES;159.250,00 €
03/05/2024;789;BOGOTA;197.250,00 €
11/06/2024;23;ARMENIA;5.750,00 €
01/05/2024;662;SANTANDER;165.500,00 €
24/02/2024;34;CUCUTA;8.500,00 €
20/03/2024;55;NARIÑO;13.750,00 €
29/04/2024;427;PUTUMUYO;106.750,00 €
30/03/2024;51;BOGOTA;12.750,00 €
20/01/2024;659;IBAGUE;164.750,00 €
23/06/2024;925;PEREIRA;231.250,00 €
12/02/2024;262;MANIZALES;65.500,00 €
26/03/2024;20;ARMENIA;5.000,00 €
08/02/2024;981;ALEMANIA;245.250,00 €
25/08/2024;73;SUIZA;18.250,00 €
06/08/2024;205;ESPAÑA;51.250,00 €
05/08/2024;652;CALI;163.000,00 €
28/07/2024;573;BARRANQUILLA;143.250,00 €
04/08/2024;401;SAN ANDRES;100.250,00 €
22/03/2024;649;BOGOTA;162.250,00 €
15/06/2024;504;ARMENIA;126.000,00 €
28/01/2024;754;SANTANDER;188.500,00 €
03/08/2024;591;CUCUTA;147.750,00 €
15/06/2024;633;NARIÑO;158.250,00 €
21/08/2024;63;PUTUMUYO;15.750,00 €
23/06/2024;720;BOGOTA;180.000,00 €
26/02/2024;421;IBAGUE;105.250,00 €
18/07/2024;641;PEREIRA;160.250,00 €
05/05/2024;149;MANIZALES;37.250,00 €
23/03/2024;309;ARMENIA;77.250,00 €
16/07/2024;770;ALEMANIA;192.500,00 €
26/04/2024;185;SUIZA;46.250,00 €
28/02/2024;936;ESPAÑA;234.000,00 €
20/02/2024;561;CALI;140.250,00 €
18/01/2024;996;BARRANQUILLA;249.000,00 €
09/02/2024;257;SAN ANDRES;64.250,00 €
07/06/2024;290;BOGOTA;72.500,00 €
08/07/2024;282;ARMENIA;70.500,00 €
13/07/2024;141;SANTANDER;35.250,00 €
01/04/2024;713;CUCUTA;178.250,00 €
31/05/2024;699;NARIÑO;174.750,00 €
11/08/2024;605;PUTUMUYO;151.250,00 €
27/06/2024;1;BOGOTA;250,00 €
14/01/2024;511;IBAGUE;127.750,00 €
21/08/2024;481;PEREIRA;120.250,00 €
05/06/2024;104;MANIZALES;26.000,00 €
19/04/2024;536;ARMENIA;134.000,00 €
30/04/2024;174;ALEMANIA;43.500,00 €
18/07/2024;25;SUIZA;6.250,00 €
22/03/2024;402;ESPAÑA;100.500,00 €
23/08/2024;6;CALI;1.500,00 €
27/04/2024;143;BARRANQUILLA;35.750,00 €
02/02/2024;296;SAN ANDRES;74.000,00 €
24/08/2024;975;BOGOTA;243.750,00 €
02/08/2024;364;ARMENIA;91.000,00 €
27/08/2024;382;SANTANDER;95.500,00 €
21/07/2024;756;CUCUTA;189.000,00 €
22/05/2024;712;NARIÑO;178.000,00 €
19/06/2024;865;PUTUMUYO;216.250,00 €
06/01/2024;957;BOGOTA;239.250,00 €
01/02/2024;755;IBAGUE;188.750,00 €
19/01/2024;482;PEREIRA;120.500,00 €
21/03/2024;607;MANIZALES;151.750,00 €
02/08/2024;389;ARMENIA;97.250,00 €
30/07/2024;52;ALEMANIA;13.000,00 €
22/01/2024;130;SUIZA;32.500,00 €
05/03/2024;513;ESPAÑA;128.250,00 €
19/02/2024;25;CALI;6.250,00 €
12/08/2024;537;BARRANQUILLA;134.250,00 €
09/06/2024;407;SAN ANDRES;101.750,00 €
02/08/2024;598;BOGOTA;149.500,00 €
